,Uniform,Gaussian,TinyImageNet (Crop),TinyImageNet (Resize),LSUN (Crop),LSUN (Resize),iSUN,SVHN,Cifar10,All
Max_out,0.8666325699999999,0.45813609,0.8132543099999999,0.7951324839465905,0.7526936499999999,0.7795426700000001,0.7774962128851541,0.7958196296865395,0.77015218,0.7618708293240317
Max_relu_32,0.00220228,2.739999999999987e-06,0.08375761000000001,0.033077484456222606,0.55252506,0.0200276,0.03371941736694678,0.9482068454210204,0.5300575999999999,0.346249604081469
Max_relu_0,0.0005851799999999998,0.0,0.05021813,0.015271898889002145,0.49610399,0.006634719999999993,0.01206395518207283,0.9390662876459742,0.51029112,0.3286640285462272
Max_relu_1,0.0,0.0,0.025652940000000006,0.0067915197227601636,0.48605453,0.002046719999999989,0.006457411764705878,0.9710011716349108,0.49937677999999996,0.3311261356346724
Max_relu_2,5.425999999999997e-05,0.0,0.06540090000000001,0.0213548058301906,0.5791824999999999,0.009913499999999995,0.020138464985994406,0.9831557621389059,0.47753164000000003,0.3499712172239596
Max_relu_3,1.3919999999999999e-05,0.0,0.024023310000000003,0.007273468555702786,0.43481230000000004,0.0025580799999999895,0.006585142857142854,0.9670752842655194,0.5071040800000001,0.325301025378879
Max_relu_4,1.449999999999998e-05,0.0,0.02126816,0.0053404138212210794,0.43100762,0.0020442399999999945,0.005702969187675069,0.9889848110018439,0.50208208,0.3297881284580226
Max_relu_5,4.753999999999998e-05,0.0,0.04473147,0.018209336459076547,0.49091210999999996,0.012052019999999997,0.01805509243697479,0.9626758835279655,0.49963769999999996,0.33453403897041134
Max_relu_6,0.00015983999999999996,9.799999999999364e-07,0.05784137,0.019377729079604528,0.6232625999999999,0.01383382,0.022087742296918764,0.9505635448678549,0.49446414,0.3463598047470131
Max_relu_7,0.00600328,0.00115706,0.32990834,0.2507114055651819,0.7385728499999998,0.23813884999999999,0.2571024761904762,0.8471465657652122,0.49006207999999996,0.42493988854141607
Max_relu_8,0.0067852599999999996,0.0007533399999999997,0.5529670099999999,0.489594006727143,0.7930470000000001,0.49217522999999996,0.5233188459383753,0.8970341733251382,0.5009846,0.5391290042899527
